"PID","Status","Progress","Duration..in.seconds.","Finished","consent","zs_class_1","zs_class_2","zs_class_3","SDO_1","SDO_2","SDO_3","SDO_4","SDO_5","SDO_6","SDO_7","SDO_8","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5","zsm_6","zsm_7","check_1","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","lnktfate","support","impact_groups_1","impact_groups_2","impact_groups_DO_1","impact_groups_DO_2","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","ideo_DO_1","ideo_DO_2","ideo_DO_3","ideo_DO_4","ideo_DO_5","vote_2024_6_TEXT","age","gender_.99_TEXT","race_8_TEXT","class_7_TEXT","feedback","policy","FL_57_DO_FL_58","FL_57_DO_FL_59","FL_57_DO_FL_60","FL_57_DO_FL_61","FL_57_DO_FL_62","FL_57_DO_FL_63","FL_64_DO_FL_65","FL_64_DO_FL_74","FL_65_DO_Zero.sum.class","FL_65_DO_SDO","FL_65_DO_Zero.summindset","FL_65_DO_ClassSolidarity","FL_65_DO_LinkedFate","Zero.sum.class_DO_zs_class_1","Zero.sum.class_DO_intro","Zero.sum.class_DO_zs_class_3","Zero.sum.class_DO_zs_class_2","SDO_DO_intro","SDO_DO_SDO_1","SDO_DO_SDO_2","SDO_DO_SDO_3","SDO_DO_SDO_4","SDO_DO_SDO_5","SDO_DO_SDO_6","SDO_DO_SDO_7","SDO_DO_SDO_8","Zero.summindset_DO_intro","Zero.summindset_DO_zsm_4","Zero.summindset_DO_zsm_1","Zero.summindset_DO_zsm_5","Zero.summindset_DO_zsm_6","Zero.summindset_DO_check_1","Zero.summindset_DO_zsm_7","Zero.summindset_DO_zsm_2","Zero.summindset_DO_zsm_3","ClassSolidarity_DO_soli_6","ClassSolidarity_DO_intro","ClassSolidarity_DO_soli_4","ClassSolidarity_DO_soli_2","ClassSolidarity_DO_soli_5","ClassSolidarity_DO_soli_1","ClassSolidarity_DO_soli_3","Support.impact_DO_support","Support.impact_DO_impact_groups","party_id","vote_2020","vote_2024","gender","class","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu"
"TE622fc","0","100","280","1","1","5","6","2","2","4","7","7","2","1","7","7","3","4","4","4","6","2","5","5","4","7","4","7","7","7","4","6","2","0","2","1","1","5","","","","3","1","4","5","2","","23","","","","","weed","","","","","","1","1","2","2","3","5","1","4","4","1","3","2","1","5","3","4","9","6","8","7","2","1","4","8","7","2","6","5","9","3","6","1","3","7","2","4","5","1","2","Democrat","I did not vote","I will not vote","woman","Lower Class","","","Black or African American","","","","","","$0-$20,000","GED"
"EW652xt","0","100","408","1","1","5","5","3","2","2","7","6","2","2","7","7","3","3","2","2","5","3","5","5","6","7","7","6","6","7","5","6","2","-1","1","2","6","4","4","4","4","2","4","5","1","3","","38","","","","N/A","housing","","","","1","","","1","2","2","4","1","3","5","2","1","4","3","1","6","7","3","2","8","5","4","9","1","7","5","2","3","6","4","9","8","7","1","2","4","5","3","6","2","1","Republican","Donald Trump","Donald Trump","man","Working Class","White","","","","","","","","$60,001-$80,000","GED"
"RG916po","0","100","503","1","1","3","3","4","4","4","4","4","5","6","3","3","3","3","3","4","5","3","5","5","5","5","5","4","5","4","5","1","-3","-3","2","1","6","1","1","5","1","4","5","1","2","3","","57","","","","","climate","","","1","","","","2","1","4","1","3","2","5","3","1","2","4","1","8","7","3","2","5","6","9","4","1","3","9","5","7","6","4","8","2","6","1","5","3","7","2","4","2","1","Republican","Donald Trump","Donald Trump","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"UI352ll","0","100","405","1","1","5","3","3","4","1","6","6","3","2","5","7","2","4","2","2","5","1","6","5","5","6","5","6","6","6","6","2","2","-3","1","2","4","3","2","2","2","4","2","5","1","3","Unkown as of yet","40","","","","","climate","","","1","","","","1","2","3","2","5","1","4","2","1","3","4","1","6","3","9","4","7","2","8","5","1","2","9","8","4","7","3","5","6","2","1","7","3","5","6","4","1","2","Independent","Third-party candidate","Other","man","Lower Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"CY520vh","0","100","214","1","1","6","5","5","3","2","6","6","2","2","5","6","5","5","5","4","5","5","5","5","4","5","5","4","5","4","5","4","0","0","1","2","1","6","6","1","6","4","5","3","2","1","","28","","","","","debt","","1","","","","","2","1","4","2","3","1","5","3","1","4","2","1","7","5","4","3","8","9","2","6","1","8","3","6","2","9","7","4","5","4","1","2","7","6","3","5","2","1","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","","","","","","$120,001-$140,000","PHD"
"QP127vz","0","100","290","1","1","6","5","7","1","1","7","7","1","1","7","7","1","1","1","1","7","1","7","5","7","7","7","7","7","7","7","7","2","-1","1","2","1","7","7","","7","5","3","2","1","4","","26","","","","","climate","","","1","","","","1","2","5","1","3","2","4","3","1","2","4","1","7","5","9","2","8","6","3","4","1","4","6","8","2","5","3","9","7","2","1","3","6","4","5","7","2","1","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"RP616do","0","100","426","1","1","5","5","4","1","1","7","7","1","1","7","7","4","3","5","4","4","4","4","5","6","7","6","7","5","6","4","5","3","-1","1","2","1","4","5","5","1","4","2","5","1","3","","48","","","","No comments.","debt","","1","","","","","2","1","3","5","4","2","1","3","1","4","2","1","3","5","2","8","9","4","6","7","1","9","2","3","8","4","5","7","6","3","1","6","7","4","5","2","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$20,001-$40,000","4yearColl"
"XQ438fd","0","100","361","1","1","3","5","3","2","5","7","6","6","2","6","6","2","2","2","5","6","2","6","5","6","6","6","6","6","6","5","7","3","0","1","2","2","3","3","","4","4","5","1","3","2","","55","","","","","health","","","","","1","","2","1","1","5","2","4","3","2","1","4","3","1","6","7","3","2","4","5","8","9","1","2","9","3","8","4","5","7","6","5","1","2","3","7","6","4","1","2","Democrat","I did not vote","I will not vote","woman","Working Class","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","2yearColl"
"LO704fm","0","100","555","1","1","5","4","5","6","3","4","7","3","2","5","5","2","1","5","3","6","2","7","5","7","7","6","6","6","7","5","6","2","0","2","1","4","1","1","2","2","2","3","4","5","1","","28","","","","","minwage","1","","","","","","1","2","2","4","3","5","1","4","1","2","3","1","7","6","9","3","4","5","2","8","1","9","6","2","4","8","3","7","5","7","1","4","5","6","3","2","2","1","Independent","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$60,001-$80,000","GED"
"DN100xq","0","100","305","1","1","5","5","3","3","2","6","6","3","2","6","6","2","3","2","3","5","3","6","5","6","6","6","6","5","5","5","6","1","0","1","2","6","2","3","2","2","5","2","4","1","3","","58","","","","Thank you for an interesting study.","minwage","1","","","","","","2","1","4","3","1","2","5","2","1","3","4","1","3","8","5","4","6","2","7","9","1","9","2","4","8","3","6","7","5","5","1","6","3","7","2","4","2","1","Republican","I did not vote","I will not vote","woman","Working Class","White","","","","","","","","$0-$20,000","4yearColl"
"XP292mz","0","100","191","1","1","2","2","6","4","2","1","6","2","3","5","5","3","2","2","3","6","3","6","5","5","5","5","6","4","6","2","1","1","0","2","1","7","1","","1","1","3","1","5","4","2","","63","","","","","debt","","1","","","","","2","1","1","2","3","5","4","4","1","2","3","1","4","6","9","7","8","3","2","5","1","4","5","9","6","2","3","8","7","4","1","6","3","7","5","2","2","1","Republican","Donald Trump","Donald Trump","woman","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"RT632wl","0","100","469","1","1","7","5","4","1","1","7","7","1","1","7","7","6","5","4","1","4","5","5","5","4","7","7","7","4","1","5","2","-2","2","1","2","1","2","1","1","1","4","5","2","1","3","","63","","","","none","climate","","","1","","","","1","2","2","1","5","4","3","4","1","3","2","1","3","8","2","4","5","9","6","7","1","9","4","3","6","5","8","7","2","4","1","7","5","2","6","3","2","1","Democrat","Joe Biden","Robert F. Kennedy Jr.","woman","Working Class","","","Black or African American","","","","","","Prefer not to answer",NA
"JR817vz","0","100","198","1","1","7","7","1","1","1","7","7","1","1","7","7","6","6","5","6","2","7","2","5","7","7","7","7","7","7","7","7","3","0","1","2","1","5","3","1","6","2","3","4","1","5","","31","","","","","minwage","1","","","","","","1","2","3","5","1","4","2","4","1","2","3","1","4","9","8","5","3","6","2","7","1","2","3","7","6","4","8","5","9","2","1","3","5","6","4","7","2","1","Democrat","Joe Biden","Robert F. Kennedy Jr.","woman","Working Class","White","Hispanic, Latino, or Spanish origin","","","American Indian or Alaska Native","","","","$20,001-$40,000","2yearColl"
"LZ258wy","0","100","285","1","1","4","5","3","4","1","5","6","3","3","6","5","3","3","3","4","5","2","5","5","5","5","5","5","6","5","6","6","1","0","1","2","1","3","1","1","1","4","1","5","2","3","No clue yet","22","","","","","weed","","","","","","1","1","2","1","2","5","4","3","3","1","2","4","1","2","3","9","4","6","8","5","7","1","8","2","3","7","9","4","6","5","5","1","4","7","6","3","2","1","2","Democrat","Joe Biden","Other","woman","Lower Middle Class","White","","Black or African American","","","","","","$20,001-$40,000","GED"
"AQ652ye","0","100","174","1","1","3","3","5","2","2","6","7","2","1","7","7","3","3","4","4","5","3","5","5","6","6","6","6","6","6","5","7","0","0","2","1","7","1","5","4","1","2","5","1","4","3","","40","","","","","minwage","1","","","","","","1","2","4","1","5","3","2","2","1","4","3","1","5","4","3","6","2","7","9","8","1","3","9","6","8","5","4","2","7","3","1","7","4","2","5","6","1","2","Independent","Donald Trump","Donald Trump","man","Lower Middle Class","White","","","","","","","","$80,001-$100,000","PHD"
"LR502qq","0","100","435","1","1","4","4","4","3","3","5","5","5","6","4","7","3","3","2","3","5","3","5","5","6","5","6","4","5","6","7","4","1","0","2","1","3","2","2","5","2","3","1","4","2","5","","33","","","","Nothing comes to mind.","housing","","","","1","","","2","1","3","5","2","1","4","2","1","4","3","1","7","4","3","2","9","6","5","8","1","5","9","7","4","8","2","3","6","7","1","2","3","5","4","6","2","1","Independent","Third-party candidate","Jill Stein","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"GP257pg","0","100","537","1","1","7","6","1","4","5","7","7","4","3","5","7","5","5","4","4","5","5","4","5","5","7","6","4","5","6","4","3","-2","2","2","1","5","2","4","3","5","5","3","4","1","2","","25","","","","","climate","","","1","","","","2","1","1","2","3","4","5","3","1","2","4","1","8","9","3","4","6","5","7","2","1","6","2","7","4","9","3","5","8","6","1","3","7","4","2","5","1","2","Democrat","Joe Biden","Donald Trump","man","Middle Class","","","Black or African American","","","","","","$80,001-$100,000","4yearColl"
"GL993ya","0","100","210","1","1","4","3","4","5","1","5","7","3","3","6","5","1","2","1","2","5","2","6","5","6","6","6","6","7","5","6","5","2","0","1","2","6","2","1","4","1","2","4","5","3","1","","38","","","","","minwage","1","","","","","","1","2","1","4","2","5","3","3","1","4","2","1","2","4","6","8","9","3","5","7","1","9","7","3","8","5","4","6","2","4","1","6","7","3","2","5","1","2","Republican","Donald Trump","Donald Trump","woman","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"SB802uc","0","100","446","1","1","4","2","4","3","3","6","4","6","3","4","4","2","2","2","4","6","2","6","5","6","6","3","4","4","5","7","2","1","-2","1","2","2","3","2","4","4","3","4","1","5","2","","51","","","","Thanks!","housing","","","","1","","","2","1","2","5","4","3","1","2","1","4","3","1","9","5","3","7","6","2","4","8","1","2","6","9","8","7","5","3","4","7","1","4","3","2","5","6","2","1","Independent","I did not vote","Robert F. Kennedy Jr.","man","Working Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"TA555dp","0","100","219","1","1","7","7","1","1","1","7","7","1","1","7","7","2","2","2","2","2","2","2","5","7","7","7","7","7","7","7","7","2","-1","2","1","1","","6","","","1","5","4","3","2","","24","","","","","climate","","","1","","","","2","1","4","3","2","1","5","2","1","3","4","1","5","9","4","7","6","8","3","2","1","6","4","5","2","9","7","8","3","7","1","4","6","3","2","5","1","2","Democrat","Joe Biden","Joe Biden","woman","Working Class","","","","Asian","","","","","$40,001-$60,000","4yearColl"
"IL087wp","0","100","543","1","1","6","5","3","2","2","7","7","2","2","7","7","6","6","4","3","4","4","4","5","6","6","6","6","5","6","6","6","2","-1","2","1","3","3","4","3","4","1","3","2","4","5","","20","","","","","climate","","","1","","","","2","1","1","4","2","5","3","4","1","3","2","1","4","6","2","7","9","5","8","3","1","6","3","9","7","8","5","2","4","3","1","5","2","7","6","4","2","1","Independent","I did not vote","Joe Biden","woman","Working Class","White","","","","","","","","$0-$20,000","GED"
"AD796bb","0","100","402","1","1","1","1","7","2","4","6","6","6","6","2","2","2","2","2","2","6","2","6","5","5","6","6","6","4","6","6","1","-3","-3","2","1","5","1","1","1","1","5","2","4","3","1","","57","","","","","housing","","","","1","","","1","2","1","2","3","4","5","2","1","4","3","1","3","2","7","8","6","4","5","9","1","2","6","7","5","9","3","8","4","7","1","3","6","5","2","4","1","2","Republican","Donald Trump","Donald Trump","woman","Middle Class","White","","","","","","","","$180,001-$200,000","GED"
"BJ367kx","0","100","364","1","1","5","4","3","2","2","6","6","4","4","6","7","2","2","2","3","5","2","6","5","7","7","7","7","7","7","6","7","3","0","1","2","1","4","2","3","5","5","3","2","4","1","I'm not sure yet","41","","","","","minwage","1","","","","","","2","1","2","5","3","1","4","3","1","2","4","1","6","4","7","2","5","3","9","8","1","4","3","2","8","6","7","5","9","2","1","3","5","4","7","6","2","1","Democrat","Joe Biden","Other","woman","Middle Class","White","","","","","","","","$140,001-$160,000","GED"
"CN373sg","0","100","266","1","1","5","4","3","3","1","7","5","6","3","6","7","3","2","2","4","2","2","6","5","6","6","4","6","6","6","6","5","2","-1","1","2","4","4","3","3","3","3","1","5","2","4","","19","","","","","health","","","","","1","","1","2","1","4","3","5","2","3","1","4","2","1","9","8","5","6","4","3","2","7","1","5","4","2","6","8","3","7","9","4","1","3","6","5","2","7","2","1","Independent","I did not vote","Joe Biden","man","Upper Middle Class","White","","","","","","","","$180,001-$200,000","GED"
"OU742yk","0","100","238","1","1","7","5","2","1","1","1","6","7","2","6","6","2","2","2","5","6","2","6","5","5","6","6","2","6","6","6","2","1","-2","2","1","2","5","2","5","4","3","5","4","2","1","","39","","","","","housing","","","","1","","","1","2","5","1","4","2","3","2","1","3","4","1","3","2","4","5","7","9","6","8","1","8","4","5","9","6","2","3","7","7","1","3","6","2","4","5","1","2","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$0-$20,000","MA"
"AJ663rx","0","100","377","1","1","6","5","2","2","2","6","6","5","1","6","7","3","3","1","5","5","3","6","5","7","7","7","7","7","7","7","7","2","0","1","2","1","3","6","1","7","5","1","4","2","3","","43","","","","","minwage","1","","","","","","2","1","2","4","1","3","5","2","1","4","3","1","8","9","7","2","3","5","4","6","1","2","6","4","7","5","3","8","9","6","1","7","4","2","5","3","2","1","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$40,001-$60,000","4yearColl"
"WB450tx","0","100","271","1","1","6","5","2","2","1","7","7","1","1","7","7","2","2","2","3","5","2","5","5","6","6","6","6","6","7","5","6","2","-1","1","2","1","6","6","1","5","4","5","3","2","1","","60","","","","","weed","","","","","","1","2","1","1","2","3","5","4","3","1","2","4","1","9","2","5","8","6","7","3","4","1","4","8","5","7","3","2","9","6","3","1","2","4","6","7","5","2","1","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"VF602iw","0","100","299","1","1","5","4","3","5","5","6","6","7","3","6","5","3","4","5","3","5","5","6","5","3","5","6","6","5","3","5","6","0","2","2","1","3","6","5","1","3","4","5","1","3","2","","31","","","","","health","","","","","1","","1","2","4","5","1","2","3","3","1","2","4","1","6","3","7","2","9","4","8","5","1","7","4","9","2","3","5","8","6","6","1","2","7","4","3","5","2","1","Democrat","Joe Biden","Robert F. Kennedy Jr.","man","Middle Class","","","","Asian","","","","","$100,001-$120,000","MA"
"HQ385vi","0","100","345","1","1","6","6","3","5","2","6","7","2","2","7","7","2","3","5","3","3","2","3","5","6","6","6","7","6","3","7","5","1","-2","1","2","6","3","2","","4","1","4","3","5","2","","39","","","","","weed","","","","","","1","1","2","5","4","3","2","1","4","1","2","3","1","9","5","6","3","7","2","8","4","1","2","6","4","5","8","9","7","3","4","1","6","7","3","2","5","2","1","Republican","I did not vote","I will not vote","woman","Middle Class","White","","","","","","","","$120,001-$140,000","PHD"
"LP842zh","0","100","299","1","1","4","3","4","1","1","7","6","2","2","6","6","2","2","2","2","5","2","6","5","4","5","5","5","5","5","6","5","3","0","2","1","4","3","3","2","3","1","2","4","5","3","","48","","","","","debt","","1","","","","","2","1","4","2","1","3","5","2","1","4","3","1","9","8","3","2","6","4","7","5","1","9","6","4","8","7","3","5","2","3","1","5","6","2","4","7","2","1","Republican","Joe Biden","Other","man","Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"TJ636fe","0","100","420","1","1","7","6","1","2","1","7","1","1","1","7","7","2","3","2","4","7","1","7","5","7","7","7","7","7","7","6","7","3","-1","2","1","1","5","7","1","7","5","4","3","1","2","","27","","","","","minwage","1","","","","","","1","2","2","4","5","3","1","2","1","3","4","1","5","3","9","2","6","8","7","4","1","4","9","2","7","6","3","5","8","4","1","2","5","7","3","6","1","2","Democrat","Joe Biden","Joe Biden","woman","Middle Class","White","","","","","","","","$180,001-$200,000","MA"
"FZ755ky","0","100","74","1","1","5","3","5","4","5","5","3","3","4","5","3","3","3","4","5","5","4","4","3","4","4","5","5","5","3","2","3","1","-1","1","2","1","3","4","1","5","4","2","5","3","1","","23","","","","","housing","","","","1","","","1","2","5","4","1","3","2","4","1","3","2","1","2","3","5","9","7","4","6","8","1","3","2","4","7","9","6","8","5","5","1","7","4","3","6","2","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$120,001-$140,000","4yearColl"
"QQ962er","0","100","370","1","1","3","3","5","3","2","6","4","5","2","5","6","1","1","4","5","7","1","7","5","6","7","6","7","4","7","5","7","3","0","2","1","7","2","1","2","2","2","4","3","1","5","","43","","","","I always thought working class and middle class were the same thing.","minwage","1","","","","","","2","1","4","3","2","5","1","4","1","3","2","1","8","3","6","4","7","9","2","5","1","2","5","9","8","7","6","3","4","5","1","6","2","4","3","7","2","1","Republican","Donald Trump","Donald Trump","man","Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"ZD264gu","0","100","427","1","1","4","4","3","2","1","7","7","2","2","7","7","5","3","2","3","5","3","3","5","5","5","5","5","5","4","3","7","3","2","1","2","3","5","4","2","3","4","1","2","3","5","","54","","","","","weed","","","","","","1","2","1","2","4","3","5","1","4","1","2","3","1","5","7","8","3","9","6","2","4","1","5","2","3","9","4","7","6","8","2","1","4","5","7","6","3","1","2","Democrat","Joe Biden","Joe Biden","man","Middle Class","White","","","","","","","","$60,001-$80,000","GED"
